gcm_cluster,cluster_size,max_cpds_tested,num_assays,num_assays_enriched,fract_assays_enriched,num_assays_enriched_up,num_assays_enriched_down,gcm_conclusion
18627,6,5,102,1,0.0098039215686274,1,0,yes
18660,6,5,55,3,0.0545454545454545,3,0,yes
18696,6,6,81,2,0.0246913580246913,1,1,yes
18697,6,5,110,5,0.0454545454545454,1,4,yes
18739,6,4,105,1,0.0095238095238095,1,0,yes
18766,6,6,97,3,0.0309278350515463,3,0,yes
18770,6,6,56,2,0.0357142857142857,1,1,yes
18771,6,6,72,2,0.0277777777777777,2,0,yes
18785,6,6,103,1,0.0097087378640776,1,0,yes
18816,6,3,110,1,0.009090909090909,1,0,yes
18839,6,5,80,3,0.0375,1,2,yes
18869,6,6,90,1,0.0111111111111111,1,0,yes
18884,6,5,117,1,0.0085470085470085,1,0,yes
18892,6,4,67,2,0.0298507462686567,2,0,yes
18897,6,6,76,3,0.0394736842105263,1,2,yes
18915,6,6,95,3,0.031578947368421,2,1,yes
18941,6,3,107,4,0.0373831775700934,1,3,yes
18964,6,6,123,3,0.024390243902439,0,3,yes
18965,6,6,114,1,0.0087719298245614,1,0,yes
18978,6,4,108,2,0.0185185185185185,2,0,yes
19038,6,6,92,2,0.0217391304347826,1,1,yes
19093,6,3,83,5,0.0602409638554216,5,0,yes
19101,6,6,19,2,0.1052631578947368,2,0,yes
19104,6,6,103,1,0.0097087378640776,0,1,yes
19117,6,5,94,1,0.0106382978723404,1,0,yes
19186,6,6,102,4,0.0392156862745098,0,4,yes
19194,6,6,13,2,0.1538461538461538,2,1,yes
19209,6,4,102,1,0.0098039215686274,1,0,yes
19216,6,3,110,1,0.009090909090909,1,0,yes
19223,6,6,114,2,0.0175438596491228,1,1,yes
19225,6,5,96,1,0.0104166666666666,1,0,yes
19244,6,6,49,4,0.0816326530612244,4,0,yes
19259,6,3,102,2,0.0196078431372549,2,0,yes
19262,6,3,64,2,0.03125,2,0,yes
19265,6,4,117,2,0.017094017094017,2,0,yes
19310,6,4,82,1,0.0121951219512195,1,0,yes
19339,6,5,114,1,0.0087719298245614,1,0,yes
19350,6,5,93,4,0.043010752688172,2,2,yes
19357,6,3,115,1,0.008695652173913,1,0,yes
19360,6,5,113,2,0.0176991150442477,2,0,yes
19388,6,6,95,1,0.0105263157894736,1,0,yes
19432,6,5,47,2,0.0425531914893617,2,0,yes
19453,6,6,63,2,0.0317460317460317,1,1,yes
19473,6,3,110,2,0.0181818181818181,1,1,yes
19489,6,6,102,1,0.0098039215686274,1,0,yes
19503,6,6,110,1,0.009090909090909,1,0,yes
19513,6,3,100,3,0.03,0,3,yes
19542,6,3,67,1,0.0149253731343283,1,0,yes
19550,6,4,100,3,0.03,3,0,yes
19572,6,3,51,1,0.0196078431372549,1,0,yes
19621,6,6,107,2,0.0186915887850467,1,1,yes
19677,6,5,89,2,0.0224719101123595,2,0,yes
19732,6,6,76,2,0.0263157894736842,2,0,yes
19751,6,6,110,1,0.009090909090909,1,0,yes
19762,6,3,51,1,0.0196078431372549,1,0,yes
19764,6,6,104,1,0.0096153846153846,1,0,yes
19772,6,5,118,2,0.0169491525423728,0,2,yes
19773,6,4,104,2,0.0192307692307692,2,0,yes
19784,6,5,120,2,0.0166666666666666,1,1,yes
19818,6,4,90,1,0.0111111111111111,1,0,yes
19822,6,6,111,1,0.009009009009009,0,1,yes
19834,6,3,124,4,0.032258064516129,1,3,yes
19844,6,6,107,1,0.0093457943925233,1,0,yes
19862,6,6,120,2,0.0166666666666666,2,0,yes
19871,6,6,70,1,0.0142857142857142,1,0,yes
19895,6,4,104,2,0.0192307692307692,2,0,yes
19925,6,6,62,1,0.0161290322580645,0,1,yes
19945,6,3,123,1,0.008130081300813,1,0,yes
19950,6,5,113,1,0.0088495575221238,1,0,yes
19962,6,6,63,2,0.0317460317460317,1,1,yes
19965,6,2,58,1,0.0172413793103448,1,0,yes
19999,6,4,72,2,0.0277777777777777,1,1,yes
20041,6,3,126,2,0.0158730158730158,1,1,yes
20055,6,6,115,2,0.017391304347826,2,0,yes
20075,6,2,84,2,0.0238095238095238,2,0,yes
20086,6,6,102,2,0.0196078431372549,1,1,yes
20100,6,6,115,4,0.0347826086956521,4,0,yes
20102,6,3,114,3,0.0263157894736842,1,2,yes
20106,6,5,104,1,0.0096153846153846,1,0,yes
20107,6,6,35,1,0.0285714285714285,0,1,yes
20128,6,3,109,3,0.0275229357798165,2,1,yes
20134,6,3,65,4,0.0615384615384615,4,0,yes
20135,6,4,120,1,0.0083333333333333,1,0,yes
20153,6,6,88,1,0.0113636363636363,1,0,yes
20154,6,6,110,2,0.0181818181818181,2,0,yes
20180,6,5,34,1,0.0294117647058823,1,0,yes
20204,6,6,62,5,0.0806451612903225,5,0,yes
20219,6,4,65,3,0.0461538461538461,3,0,yes
20222,6,6,112,1,0.0089285714285714,1,0,yes
20226,6,6,55,3,0.0545454545454545,1,2,yes
20228,6,5,42,1,0.0238095238095238,1,0,yes
20271,6,6,117,3,0.0256410256410256,3,0,yes
20323,5,5,119,2,0.0168067226890756,1,1,yes
20331,5,4,114,1,0.0087719298245614,1,0,yes
20337,5,5,115,1,0.008695652173913,1,0,yes
20354,5,5,54,2,0.037037037037037,1,1,yes
20362,5,3,81,2,0.0246913580246913,2,0,yes
20390,5,5,119,2,0.0168067226890756,2,0,yes
20427,5,5,113,1,0.0088495575221238,1,0,yes
20429,5,4,94,2,0.0212765957446808,2,0,yes
20478,5,5,119,5,0.042016806722689,5,0,yes
20490,5,3,80,4,0.05,4,0,yes
20500,5,5,22,1,0.0454545454545454,1,0,yes
20520,5,2,69,3,0.0434782608695652,3,0,yes
20535,5,5,13,2,0.1538461538461538,2,0,yes
20564,5,5,112,3,0.0267857142857142,2,1,yes
20586,5,3,114,1,0.0087719298245614,1,0,yes
20617,5,3,82,1,0.0121951219512195,0,1,yes
20679,5,4,115,1,0.008695652173913,1,0,yes
20680,5,4,68,2,0.0294117647058823,1,1,yes
20711,5,4,111,1,0.009009009009009,1,0,yes
20720,5,3,121,1,0.0082644628099173,1,0,yes
20880,5,5,99,1,0.0101010101010101,1,0,yes
20924,5,5,122,3,0.0245901639344262,2,1,yes
20938,5,5,61,1,0.0163934426229508,1,0,yes
20972,5,5,81,4,0.0493827160493827,4,0,yes
20975,5,5,78,1,0.0128205128205128,1,0,yes
21063,5,4,42,1,0.0238095238095238,0,1,yes
21079,5,5,121,1,0.0082644628099173,1,0,yes
21112,5,5,121,1,0.0082644628099173,1,0,yes
21118,5,4,112,3,0.0267857142857142,1,2,yes
21167,5,4,120,5,0.0416666666666666,5,0,yes
21171,5,3,123,1,0.008130081300813,0,1,yes
21203,5,4,124,1,0.0080645161290322,1,0,yes
21224,5,5,48,1,0.0208333333333333,1,0,yes
21254,5,5,117,1,0.0085470085470085,1,0,yes
21304,5,3,122,1,0.0081967213114754,0,1,yes
21310,5,5,14,1,0.0714285714285714,1,0,yes
21331,5,5,61,1,0.0163934426229508,1,0,yes
21333,5,3,46,1,0.0217391304347826,1,0,yes
21341,5,5,123,2,0.016260162601626,2,0,yes
21347,5,5,114,1,0.0087719298245614,0,1,yes
21348,5,5,121,5,0.0413223140495867,4,1,yes
21352,5,5,122,1,0.0081967213114754,1,0,yes
21379,5,4,121,3,0.024793388429752,2,1,yes
21414,5,5,81,5,0.0617283950617283,4,1,yes
21419,5,4,61,1,0.0163934426229508,1,0,yes
21434,5,5,121,1,0.0082644628099173,1,0,yes
21447,5,5,121,1,0.0082644628099173,0,1,yes
21448,5,4,83,1,0.0120481927710843,1,0,yes
21477,5,5,119,2,0.0168067226890756,2,0,yes
21502,5,4,115,4,0.0347826086956521,1,3,yes
21520,5,4,105,1,0.0095238095238095,1,0,yes
21529,5,3,121,1,0.0082644628099173,1,0,yes
21533,5,5,121,1,0.0082644628099173,1,0,yes
21534,5,3,60,4,0.0666666666666666,4,0,yes
21551,5,4,47,1,0.0212765957446808,1,0,yes
21580,5,4,19,1,0.0526315789473684,1,0,yes
21590,5,5,59,1,0.0169491525423728,1,0,yes
21617,5,4,120,5,0.0416666666666666,5,0,yes
21669,5,4,46,1,0.0217391304347826,1,0,yes
21684,5,5,117,3,0.0256410256410256,3,0,yes
21742,5,4,119,4,0.0336134453781512,4,0,yes
21751,5,3,108,1,0.0092592592592592,1,0,yes
21769,5,5,118,2,0.0169491525423728,2,0,yes
21782,5,5,104,1,0.0096153846153846,1,0,yes
21808,5,5,116,1,0.0086206896551724,1,0,yes
21819,5,5,119,2,0.0168067226890756,1,1,yes
21821,5,5,55,4,0.0727272727272727,3,1,yes
21826,5,3,122,4,0.0327868852459016,4,0,yes
21893,5,4,84,1,0.0119047619047619,1,0,yes
21901,5,3,121,1,0.0082644628099173,1,0,yes
21913,5,3,13,2,0.1538461538461538,2,0,yes
21916,5,5,116,1,0.0086206896551724,1,0,yes
21930,5,3,41,1,0.024390243902439,1,0,yes
21941,5,3,89,1,0.0112359550561797,1,0,yes
21951,5,5,119,1,0.0084033613445378,1,0,yes
21958,5,5,38,1,0.0263157894736842,0,1,yes
21964,5,5,40,2,0.05,2,0,yes
21993,5,5,116,1,0.0086206896551724,1,0,yes
21999,5,4,56,1,0.0178571428571428,1,0,yes
22050,5,4,103,1,0.0097087378640776,1,0,yes
22099,5,4,53,2,0.0377358490566037,2,0,yes
22112,5,5,74,1,0.0135135135135135,1,0,yes
22131,5,5,124,1,0.0080645161290322,0,1,yes
22147,5,3,87,3,0.0344827586206896,2,1,yes
22153,5,5,123,2,0.016260162601626,2,0,yes
22170,5,3,119,2,0.0168067226890756,2,0,yes
22175,5,5,104,2,0.0192307692307692,2,0,yes
22206,5,4,48,1,0.0208333333333333,1,0,yes
22228,5,5,112,1,0.0089285714285714,1,0,yes
22231,5,3,86,2,0.0232558139534883,1,1,yes
22267,5,5,22,1,0.0454545454545454,1,0,yes
22272,5,5,108,1,0.0092592592592592,1,0,yes
22340,4,3,102,1,0.0098039215686274,1,0,yes
22342,4,3,120,2,0.0166666666666666,0,2,yes
22373,4,4,118,2,0.0169491525423728,2,0,yes
22403,4,4,106,1,0.0094339622641509,1,0,yes
22414,4,4,119,1,0.0084033613445378,1,0,yes
22462,4,4,102,1,0.0098039215686274,1,0,yes
22470,4,2,125,1,0.008,1,0,yes
22495,4,3,116,1,0.0086206896551724,1,0,yes
22503,4,3,116,1,0.0086206896551724,1,0,yes
22508,4,3,102,1,0.0098039215686274,0,1,yes
22626,4,3,122,1,0.0081967213114754,1,0,yes
22632,4,2,68,1,0.0147058823529411,1,0,yes
22635,4,4,42,1,0.0238095238095238,1,0,yes
22719,4,3,83,1,0.0120481927710843,1,0,yes
22773,4,4,105,1,0.0095238095238095,1,0,yes
22780,4,4,114,1,0.0087719298245614,0,1,yes
22801,4,4,120,1,0.0083333333333333,0,1,yes
22914,4,3,104,1,0.0096153846153846,1,0,yes
22967,4,3,125,2,0.016,1,1,yes
22988,4,4,93,1,0.010752688172043,0,1,yes
22991,4,4,117,1,0.0085470085470085,1,0,yes
22992,4,4,111,1,0.009009009009009,1,0,yes
23013,4,3,114,1,0.0087719298245614,1,0,yes
23027,4,2,122,2,0.0163934426229508,2,0,yes
23030,4,4,23,1,0.0434782608695652,0,1,yes
23064,4,4,103,1,0.0097087378640776,1,0,yes
23096,4,3,103,1,0.0097087378640776,0,1,yes
23105,4,2,115,1,0.008695652173913,1,0,yes
23135,4,2,63,1,0.0158730158730158,1,0,yes
23215,4,4,120,2,0.0166666666666666,2,0,yes
23246,4,4,119,1,0.0084033613445378,1,0,yes
23247,4,2,104,1,0.0096153846153846,1,0,yes
23263,4,3,64,2,0.03125,1,1,yes
23286,4,2,86,1,0.0116279069767441,1,0,yes
23338,4,4,106,1,0.0094339622641509,1,0,yes
23345,4,3,102,2,0.0196078431372549,1,1,yes
23448,4,4,122,1,0.0081967213114754,1,0,yes
23483,4,3,119,2,0.0168067226890756,1,1,yes
23542,4,4,117,5,0.0427350427350427,4,1,yes
23568,4,4,75,1,0.0133333333333333,1,0,yes
23571,4,4,41,1,0.024390243902439,1,0,yes
23578,4,3,93,1,0.010752688172043,1,0,yes
23583,4,4,118,3,0.0254237288135593,2,1,yes
23596,4,4,46,2,0.0434782608695652,2,0,yes
23603,4,4,102,1,0.0098039215686274,1,0,yes
23672,4,4,107,1,0.0093457943925233,0,1,yes
23682,4,3,132,1,0.0075757575757575,1,0,yes
23700,4,4,114,4,0.0350877192982456,4,0,yes
23707,4,2,123,1,0.008130081300813,0,1,yes
23780,4,3,99,2,0.0202020202020202,1,1,yes
23812,4,4,65,2,0.0307692307692307,2,0,yes
23816,4,4,91,5,0.0549450549450549,5,0,yes
23836,4,4,120,1,0.0083333333333333,1,0,yes
23847,4,3,125,2,0.016,2,0,yes
23855,4,4,60,4,0.0666666666666666,3,1,yes
23895,4,4,49,1,0.0204081632653061,1,0,yes
23931,4,3,113,3,0.0265486725663716,1,2,yes
23940,4,3,128,3,0.0234375,3,0,yes
23994,4,4,126,2,0.0158730158730158,1,1,yes
24007,4,4,113,1,0.0088495575221238,1,0,yes
24058,4,2,40,2,0.05,2,0,yes
24077,4,4,87,2,0.0229885057471264,1,1,yes
24080,4,4,95,3,0.031578947368421,3,0,yes
24096,4,4,123,4,0.032520325203252,4,0,yes
24099,4,4,21,1,0.0476190476190476,1,0,yes
24117,4,3,122,2,0.0163934426229508,1,1,yes
24150,4,4,128,1,0.0078125,1,0,yes
24168,4,4,115,1,0.008695652173913,1,0,yes
24176,4,4,121,2,0.0165289256198347,1,1,yes
24184,4,4,80,2,0.025,1,1,yes
24200,4,4,116,1,0.0086206896551724,1,0,yes
24210,4,4,127,1,0.0078740157480314,0,1,yes
24222,4,4,49,1,0.0204081632653061,1,0,yes
24247,4,3,120,1,0.0083333333333333,0,1,yes
24254,4,4,121,1,0.0082644628099173,1,0,yes
24256,4,4,118,1,0.0084745762711864,1,0,yes
24261,4,3,28,2,0.0714285714285714,2,0,yes
24275,4,2,122,1,0.0081967213114754,0,1,yes
24284,4,4,117,1,0.0085470085470085,1,0,yes
24289,4,3,77,1,0.0129870129870129,1,0,yes
24349,4,4,109,1,0.0091743119266055,0,1,yes
24359,4,4,119,5,0.042016806722689,3,2,yes
24374,4,2,64,3,0.046875,2,1,yes
24375,4,3,119,1,0.0084033613445378,1,0,yes
24392,4,3,127,1,0.0078740157480314,1,0,yes
24397,4,4,53,3,0.0566037735849056,3,0,yes
24414,4,3,90,1,0.0111111111111111,1,0,yes
24450,4,3,99,2,0.0202020202020202,1,1,yes
24451,4,3,67,2,0.0298507462686567,1,1,yes
24526,4,4,77,2,0.0259740259740259,1,1,yes
24551,4,4,115,1,0.008695652173913,1,0,yes
24576,4,2,123,2,0.016260162601626,2,0,yes
24591,4,4,51,1,0.0196078431372549,1,0,yes
24607,4,4,104,3,0.0288461538461538,2,1,yes
24644,4,3,115,1,0.008695652173913,1,0,yes
24722,4,4,122,2,0.0163934426229508,2,0,yes
24764,4,3,84,1,0.0119047619047619,0,1,yes
24766,4,3,115,1,0.008695652173913,1,0,yes
24775,4,4,120,1,0.0083333333333333,1,0,yes
24802,4,4,78,1,0.0128205128205128,1,0,yes
24863,4,3,57,1,0.0175438596491228,1,0,yes
24870,4,3,120,1,0.0083333333333333,1,0,yes
25006,3,2,108,2,0.0185185185185185,2,0,yes
25079,3,3,60,4,0.0666666666666666,4,0,yes
25102,3,3,105,1,0.0095238095238095,0,1,yes
25187,3,2,122,1,0.0081967213114754,1,0,yes
25276,3,3,116,1,0.0086206896551724,0,1,yes
25309,3,3,117,1,0.0085470085470085,0,1,yes
25404,3,2,109,1,0.0091743119266055,1,0,yes
25545,3,3,77,1,0.0129870129870129,0,1,yes
25571,3,2,79,4,0.050632911392405,3,1,yes
25631,3,3,82,2,0.024390243902439,1,1,yes
25664,3,3,107,1,0.0093457943925233,0,1,yes
25671,3,3,116,1,0.0086206896551724,1,0,yes
25703,3,3,106,1,0.0094339622641509,1,0,yes
25706,3,3,63,1,0.0158730158730158,1,0,yes
25710,3,3,49,2,0.0408163265306122,2,0,yes
25717,3,3,121,3,0.024793388429752,1,2,yes
25797,3,2,61,1,0.0163934426229508,1,0,yes
25861,3,3,98,4,0.0408163265306122,2,2,yes
25897,3,3,50,1,0.02,1,0,yes
25903,3,2,118,3,0.0254237288135593,2,1,yes
26148,3,3,46,1,0.0217391304347826,1,0,yes
26169,3,2,61,1,0.0163934426229508,0,1,yes
26273,3,3,121,2,0.0165289256198347,2,0,yes
26292,3,3,106,3,0.0283018867924528,3,0,yes
26434,3,3,79,1,0.0126582278481012,0,1,yes
26435,3,3,120,5,0.0416666666666666,4,1,yes
26448,3,2,23,1,0.0434782608695652,1,0,yes
26516,3,3,82,3,0.0365853658536585,3,0,yes
26523,3,2,110,1,0.009090909090909,1,0,yes
26526,3,2,114,2,0.0175438596491228,2,0,yes
26529,3,3,122,3,0.0245901639344262,3,0,yes
26563,3,3,116,1,0.0086206896551724,1,0,yes
26609,3,3,105,1,0.0095238095238095,1,0,yes
26610,3,3,115,1,0.008695652173913,1,0,yes
26621,3,3,63,1,0.0158730158730158,1,0,yes
26665,3,2,68,1,0.0147058823529411,1,0,yes
26688,3,3,105,1,0.0095238095238095,1,0,yes
26696,3,2,59,1,0.0169491525423728,0,1,yes
26712,3,2,121,1,0.0082644628099173,0,1,yes
26745,3,3,117,2,0.017094017094017,2,0,yes
26746,3,3,121,1,0.0082644628099173,1,0,yes
26748,3,3,52,2,0.0384615384615384,1,1,yes
26750,3,3,60,1,0.0166666666666666,1,0,yes
26753,3,3,105,1,0.0095238095238095,1,0,yes
26756,3,1,137,1,0.0072992700729927,1,0,yes
26816,3,3,121,1,0.0082644628099173,1,0,yes
26830,3,2,95,3,0.031578947368421,2,1,yes
26835,3,2,83,1,0.0120481927710843,0,1,yes
26883,3,3,124,5,0.0403225806451612,1,4,yes
26898,3,3,122,4,0.0327868852459016,2,2,yes
26912,3,3,120,2,0.0166666666666666,2,0,yes
26918,3,3,118,2,0.0169491525423728,2,0,yes
26971,3,3,123,4,0.032520325203252,4,0,yes
26982,3,3,123,1,0.008130081300813,0,1,yes
27000,3,3,122,1,0.0081967213114754,1,0,yes
27009,3,3,123,1,0.008130081300813,1,0,yes
27026,3,3,48,1,0.0208333333333333,1,0,yes
27063,3,3,123,3,0.024390243902439,3,0,yes
27088,3,2,107,2,0.0186915887850467,2,0,yes
27095,3,2,27,3,0.1111111111111111,2,1,yes
27097,3,3,115,2,0.017391304347826,1,1,yes
27101,3,3,81,1,0.0123456790123456,1,0,yes
27137,3,3,102,1,0.0098039215686274,1,0,yes
27146,3,3,94,5,0.0531914893617021,5,0,yes
27168,3,3,81,4,0.0493827160493827,4,0,yes
27266,3,3,123,1,0.008130081300813,1,0,yes
27273,3,2,108,2,0.0185185185185185,2,0,yes
27284,3,3,75,5,0.0666666666666666,4,1,yes
27298,3,3,74,1,0.0135135135135135,1,0,yes
27327,3,2,115,1,0.008695652173913,0,1,yes
27410,3,3,52,4,0.0769230769230769,4,0,yes
27435,3,3,52,1,0.0192307692307692,0,1,yes
27483,3,2,129,1,0.0077519379844961,0,1,yes
27487,3,2,108,2,0.0185185185185185,1,1,yes
27512,3,3,119,3,0.0252100840336134,1,2,yes
27546,3,3,45,2,0.0444444444444444,2,0,yes
27571,3,2,85,1,0.0117647058823529,1,0,yes
27582,3,2,105,1,0.0095238095238095,0,1,yes
27590,3,2,118,2,0.0169491525423728,2,0,yes
27633,3,3,119,1,0.0084033613445378,1,0,yes
27641,3,3,120,1,0.0083333333333333,1,0,yes
27650,3,3,124,1,0.0080645161290322,1,0,yes
27652,3,2,92,1,0.0108695652173913,0,1,yes
27666,3,3,12,1,0.0833333333333333,1,0,yes
27685,3,2,123,1,0.008130081300813,0,1,yes
27706,3,3,103,3,0.029126213592233,3,0,yes
27714,3,2,75,1,0.0133333333333333,1,0,yes
27724,3,2,61,2,0.0327868852459016,1,1,yes
27727,3,2,105,1,0.0095238095238095,1,0,yes
27729,3,3,107,1,0.0093457943925233,1,0,yes
27746,3,3,123,2,0.016260162601626,1,1,yes
27780,3,3,23,1,0.0434782608695652,1,0,yes
27821,3,3,89,3,0.0337078651685393,2,1,yes
27921,3,1,73,1,0.0136986301369863,0,1,yes
27946,3,2,106,1,0.0094339622641509,1,0,yes
27958,3,2,62,1,0.0161290322580645,1,0,yes
27971,3,3,55,1,0.0181818181818181,1,0,yes
27993,3,3,124,1,0.0080645161290322,0,1,yes
28026,3,2,123,1,0.008130081300813,1,0,yes
28039,3,3,99,3,0.0303030303030303,1,2,yes
28066,3,2,129,1,0.0077519379844961,1,0,yes
28089,3,2,98,1,0.010204081632653,1,0,yes
28107,3,3,45,1,0.0222222222222222,1,0,yes
28116,3,3,105,5,0.0476190476190476,3,2,yes
28172,3,3,109,1,0.0091743119266055,1,0,yes
28217,2,2,55,3,0.0545454545454545,2,1,yes
28556,2,2,103,3,0.029126213592233,3,0,yes
28560,2,2,117,1,0.0085470085470085,1,0,yes
28945,2,2,59,3,0.0508474576271186,3,0,yes
28967,2,1,125,1,0.008,1,0,yes
28975,2,2,107,1,0.0093457943925233,1,0,yes
28992,2,2,126,1,0.0079365079365079,1,0,yes
29033,2,2,104,5,0.048076923076923,4,1,yes
29191,2,2,62,1,0.0161290322580645,1,0,yes
29221,2,2,112,1,0.0089285714285714,1,0,yes
29265,2,2,41,1,0.024390243902439,0,1,yes
29318,2,2,62,5,0.0806451612903225,4,1,yes
29334,2,2,74,1,0.0135135135135135,0,1,yes
29377,2,2,122,3,0.0245901639344262,3,0,yes
29380,2,2,90,1,0.0111111111111111,1,0,yes
29386,2,2,120,1,0.0083333333333333,0,1,yes
29422,2,2,141,2,0.0141843971631205,2,0,yes
29492,2,2,107,1,0.0093457943925233,1,0,yes
29593,2,2,98,1,0.010204081632653,1,0,yes
29601,2,2,122,1,0.0081967213114754,1,0,yes
29663,2,2,48,1,0.0208333333333333,1,0,yes
29697,2,2,65,5,0.0769230769230769,5,0,yes
29819,2,2,51,3,0.0588235294117647,3,0,yes
29918,2,2,130,4,0.0307692307692307,3,1,yes
30024,2,2,59,2,0.0338983050847457,1,1,yes
30071,2,2,62,1,0.0161290322580645,1,0,yes
30140,2,2,109,1,0.0091743119266055,0,1,yes
30152,2,2,104,1,0.0096153846153846,1,0,yes
30197,2,2,98,1,0.010204081632653,1,0,yes
30225,2,2,128,1,0.0078125,1,0,yes
30371,2,2,98,4,0.0408163265306122,2,2,yes
30424,2,2,43,2,0.0465116279069767,2,0,yes
30520,2,2,69,1,0.0144927536231884,1,0,yes
30591,2,2,109,1,0.0091743119266055,0,1,yes
30643,2,2,119,2,0.0168067226890756,2,0,yes
30644,2,2,115,1,0.008695652173913,1,0,yes
30701,2,2,122,1,0.0081967213114754,0,1,yes
30703,2,2,102,3,0.0294117647058823,3,0,yes
30741,2,1,90,1,0.0111111111111111,1,0,yes
30744,2,2,122,1,0.0081967213114754,0,1,yes
30781,2,2,121,1,0.0082644628099173,0,1,yes
30871,2,2,95,2,0.0210526315789473,1,1,yes
31011,2,1,124,1,0.0080645161290322,1,0,yes
31163,2,2,63,4,0.0634920634920634,2,2,yes
31177,2,2,109,2,0.018348623853211,1,1,yes
31212,2,2,97,1,0.0103092783505154,1,0,yes
31236,2,2,122,1,0.0081967213114754,1,0,yes
31240,2,2,102,1,0.0098039215686274,1,0,yes
31252,2,2,123,5,0.040650406504065,3,2,yes
31287,2,1,72,1,0.0138888888888888,1,0,yes
31331,2,2,13,2,0.1538461538461538,2,0,yes
31372,2,2,122,3,0.0245901639344262,2,1,yes
31434,2,2,107,3,0.02803738317757,3,0,yes
31470,2,2,106,1,0.0094339622641509,1,0,yes
31480,2,2,123,1,0.008130081300813,0,1,yes
31517,2,2,63,2,0.0317460317460317,2,0,yes
31565,2,2,66,1,0.0151515151515151,1,0,yes
31616,2,2,40,2,0.05,2,0,yes
31632,2,2,125,1,0.008,1,0,yes
31664,2,2,84,2,0.0238095238095238,2,0,yes
31711,2,2,124,3,0.0241935483870967,3,0,yes
31720,2,2,109,3,0.0275229357798165,1,2,yes
31735,2,2,44,4,0.0909090909090909,4,0,yes
31753,2,1,95,1,0.0105263157894736,1,0,yes
31789,2,2,128,5,0.0390625,4,1,yes
31885,2,2,61,5,0.081967213114754,4,1,yes
31903,2,2,58,1,0.0172413793103448,0,1,yes
31919,2,2,90,3,0.0333333333333333,3,0,yes
31949,2,2,106,1,0.0094339622641509,1,0,yes
31950,2,2,126,4,0.0317460317460317,3,1,yes
31954,2,2,62,1,0.0161290322580645,1,0,yes
31958,2,2,64,3,0.046875,2,1,yes
31962,2,2,104,1,0.0096153846153846,1,0,yes
32138,2,2,50,3,0.06,3,0,yes
32148,2,2,74,1,0.0135135135135135,1,0,yes
32160,2,2,122,1,0.0081967213114754,1,0,yes
32170,2,2,122,3,0.0245901639344262,3,0,yes
32233,2,2,125,4,0.032,4,0,yes
32287,2,2,22,3,0.1363636363636363,3,0,yes
32379,2,2,30,1,0.0333333333333333,1,0,yes
32403,2,2,38,2,0.0526315789473684,1,1,yes
32424,2,2,58,1,0.0172413793103448,1,0,yes
32442,2,2,115,2,0.017391304347826,2,0,yes
32445,2,1,126,1,0.0079365079365079,1,0,yes
32459,2,2,117,3,0.0256410256410256,3,0,yes
32512,2,1,84,1,0.0119047619047619,1,0,yes
32522,2,2,122,1,0.0081967213114754,1,0,yes
32542,2,2,61,1,0.0163934426229508,1,0,yes
32652,2,1,115,2,0.017391304347826,2,0,yes
32666,2,2,20,1,0.05,1,0,yes
32672,2,2,69,1,0.0144927536231884,1,0,yes
32808,2,2,123,1,0.008130081300813,1,0,yes
32828,2,2,117,2,0.017094017094017,2,0,yes
32854,2,2,94,1,0.0106382978723404,1,0,yes
32858,2,2,63,1,0.0158730158730158,1,0,yes
32933,2,2,54,1,0.0185185185185185,1,0,yes
33133,1,1,122,1,0.0081967213114754,1,0,yes
